data_transacao,id_cliente,id_parceiro,qde_pontos,tipo_transacao
2026-01-24,131,8,650,pontuação
2026-01-19,779,12,283,pontuação
2026-01-07,14,1,491,pontuação
2026-03-17,195,9,168,pontuação
2026-03-27,930,1,434,pontuação
2026-04-20,597,34,441,pontuação
2026-03-21,327,33,967,pontuação
2026-03-16,499,11,527,pontuação
2026-01-07,642,9,140,pontuação
2026-02-15,142,12,823,pontuação
2026-01-09,90,37,106,pontuação
2026-02-25,776,32,129,pontuação
2026-02-04,275,4,979,pontuação
2026-05-05,524,39,11,pontuação
2026-04-10,154,9,700,pontuação
2026-02-13,332,9,524,pontuação
2026-04-21,564,32,647,pontuação
2026-02-20,716,28,561,pontuação
2026-04-01,120,30,117,pontuação
2026-02-17,809,16,59,pontuação
2026-04-24,301,28,291,pontuação
2026-03-25,59,35,978,pontuação
2026-04-08,834,17,335,pontuação
2026-01-22,768,17,877,pontuação
2026-04-25,226,33,47,pontuação
2026-04-06,846,27,257,pontuação
2026-01-13,543,10,216,pontuação
2026-03-28,78,25,273,pontuação
2026-04-07,55,11,261,pontuação
2026-04-07,72,21,872,pontuação
2026-02-22,411,4,917,pontuação
2026-03-17,645,17,612,pontuação
2026-04-01,20,8,804,pontuação
2026-04-13,975,30,4,pontuação
2026-03-23,615,23,678,pontuação
2026-04-13,377,13,89,pontuação
2026-02-27,781,16,542,pontuação
2026-04-16,353,34,328,pontuação
2026-01-12,923,20,492,pontuação
2026-03-05,995,10,895,pontuação
2026-04-20,663,8,120,pontuação
2026-03-26,8,15,956,pontuação
2026-01-31,454,12,317,pontuação
2026-03-05,465,31,765,pontuação
2026-03-31,995,12,710,pontuação
2026-02-24,858,1,932,pontuação
2026-02-05,330,13,558,pontuação
2026-04-26,359,11,460,pontuação
2026-03-28,699,23,248,pontuação
2026-04-23,415,8,263,pontuação
2026-04-07,45,29,523,pontuação
2026-04-13,435,40,460,pontuação
2026-02-26,440,2,18,pontuação
2026-03-17,335,27,618,pontuação
2026-03-30,690,23,437,pontuação
2026-04-17,62,4,48,pontuação
2026-02-10,330,4,127,pontuação
2026-04-18,709,27,689,pontuação
2026-01-01,599,8,375,pontuação
2026-03-07,916,24,994,pontuação
2026-01-12,626,4,528,pontuação
2026-05-02,607,4,685,pontuação
2026-01-07,616,29,185,pontuação
2026-02-11,517,25,249,pontuação
2026-04-12,904,33,788,pontuação
2026-04-28,141,23,611,pontuação
2026-03-05,919,21,56,pontuação
2026-01-03,794,21,432,pontuação
2026-02-06,910,20,698,pontuação
2026-01-15,968,19,765,pontuação
2026-01-22,270,29,890,pontuação
2026-02-18,832,2,384,pontuação
2026-04-29,650,3,185,pontuação
2026-04-18,739,11,363,pontuação
2026-04-22,647,36,71,pontuação
2026-04-06,355,4,746,pontuação
2026-03-28,339,3,696,pontuação
2026-02-09,449,38,340,pontuação
2026-01-22,409,17,493,pontuação
2026-03-14,303,11,336,pontuação
2026-05-02,476,10,388,pontuação
2026-04-22,47,34,121,pontuação
2026-03-22,567,38,4,pontuação
2026-03-27,65,37,92,pontuação
2026-01-24,685,18,12,pontuação
2026-04-14,934,38,619,pontuação
2026-03-29,274,33,474,pontuação
2026-02-02,563,11,464,pontuação
2026-03-09,932,28,312,pontuação
2026-03-13,178,20,797,pontuação
2026-02-06,322,9,795,pontuação
2026-02-14,364,6,462,pontuação
2026-04-25,407,35,164,pontuação
2026-01-25,371,40,870,pontuação
2026-02-24,321,38,31,pontuação
2026-04-15,464,38,994,pontuação
2026-02-20,653,13,407,pontuação
2026-02-10,53,28,644,pontuação
2026-04-05,228,2,781,pontuação
2026-04-02,196,32,731,pontuação
2026-04-25,482,33,538,pontuação
2026-02-19,559,2,537,pontuação
2026-03-14,72,13,607,pontuação
2026-03-06,970,40,540,pontuação
2026-04-07,877,24,983,pontuação
2026-01-10,925,8,533,pontuação
2026-01-02,45,11,989,pontuação
2026-03-26,169,4,370,pontuação
2026-01-22,307,10,683,pontuação
2026-03-30,257,1,725,pontuação
2026-04-17,604,15,885,pontuação
2026-03-03,631,26,642,pontuação
2026-02-14,859,13,104,pontuação
2026-04-01,561,27,95,pontuação
2026-03-09,876,29,419,pontuação
2026-03-25,532,5,343,pontuação
2026-03-02,151,28,594,pontuação
2026-03-21,591,6,878,pontuação
2026-01-24,448,8,605,pontuação
2026-02-21,426,5,468,pontuação
2026-02-21,270,7,213,pontuação
2026-01-16,695,32,212,pontuação
2026-01-10,571,22,306,pontuação
2026-03-05,400,25,967,pontuação
2026-02-13,837,24,787,pontuação
2026-02-08,14,4,740,pontuação
2026-02-17,915,26,823,pontuação
2026-03-20,32,14,73,pontuação
2026-02-28,914,37,926,pontuação
2026-04-16,609,32,531,pontuação
2026-03-28,288,33,592,pontuação
2026-03-25,890,36,731,pontuação
2026-05-01,632,36,228,pontuação
2026-01-14,293,12,929,pontuação
2026-01-12,117,19,483,pontuação
2026-03-21,814,12,863,pontuação
2026-02-22,338,34,662,pontuação
2026-04-26,965,4,990,pontuação
2026-02-01,109,9,113,pontuação
2026-04-10,110,30,377,pontuação
2026-04-06,541,10,406,pontuação
2026-03-15,270,30,702,pontuação
2026-01-13,206,39,388,pontuação
2026-03-16,99,3,156,pontuação
2026-01-31,173,26,47,pontuação
2026-02-23,238,10,536,pontuação
2026-04-01,847,15,216,pontuação
2026-03-06,158,8,728,pontuação
2026-02-05,465,37,99,pontuação
2026-04-05,379,4,750,pontuação
2026-04-09,602,33,972,pontuação
2026-04-25,516,2,984,pontuação
2026-03-05,290,8,251,pontuação
2026-03-02,379,15,511,pontuação
2026-04-18,439,11,820,pontuação
2026-02-14,575,13,64,pontuação
2026-02-01,932,27,643,pontuação
2026-02-20,162,5,99,pontuação
2026-01-14,221,15,451,pontuação
2026-02-04,473,18,534,pontuação
2026-02-09,89,18,695,pontuação
2026-05-02,560,10,405,pontuação
2026-02-11,585,1,134,pontuação
2026-04-03,914,26,34,pontuação
2026-01-20,351,30,750,pontuação
2026-01-14,275,23,452,pontuação
2026-03-11,981,39,237,pontuação
2026-03-10,54,38,867,pontuação
2026-03-18,530,26,806,pontuação
2026-02-10,114,37,929,pontuação
2026-02-02,503,27,542,pontuação
2026-01-12,358,20,410,pontuação
2026-04-01,12,17,175,pontuação
2026-04-16,706,11,550,pontuação
2026-04-27,106,9,725,pontuação
2026-03-04,901,26,813,pontuação
2026-04-03,703,32,734,pontuação
2026-04-20,43,9,627,pontuação
2026-03-29,965,35,380,pontuação
2026-03-17,561,23,162,pontuação
2026-04-30,263,32,783,pontuação
2026-03-20,220,28,394,pontuação
2026-04-24,989,36,806,pontuação
2026-02-04,871,7,190,pontuação
2026-04-10,50,31,217,pontuação
2026-04-10,696,6,476,pontuação
2026-03-19,999,24,596,pontuação
2026-02-07,138,30,659,pontuação
2026-04-16,602,35,818,pontuação
2026-03-02,241,21,399,pontuação
2026-03-26,640,6,734,pontuação
2026-01-03,527,23,731,pontuação
2026-01-16,557,12,22,pontuação
2026-03-15,490,8,174,pontuação
2026-02-09,899,15,532,pontuação
2026-02-05,481,23,997,pontuação
2026-04-06,611,34,423,pontuação
2026-03-15,687,40,814,pontuação
2026-01-22,990,1,202,pontuação
2026-01-11,757,39,377,pontuação
2026-01-10,492,16,618,pontuação
2026-03-19,778,3,92,pontuação
2026-02-20,453,24,323,pontuação
2026-02-24,820,1,722,pontuação
2026-01-26,963,30,719,pontuação
2026-03-09,466,38,997,pontuação
2026-03-22,565,30,735,pontuação
2026-04-05,78,25,821,pontuação
2026-04-11,538,21,40,pontuação
2026-01-26,236,8,81,pontuação
2026-04-06,506,27,635,pontuação
2026-04-19,715,26,477,pontuação
2026-02-12,949,3,977,pontuação
2026-01-04,650,31,374,pontuação
2026-03-25,307,3,783,pontuação
2026-02-21,421,15,446,pontuação
2026-03-25,390,16,85,pontuação
2026-01-22,376,9,594,pontuação
2026-01-13,286,26,751,pontuação
2026-04-27,402,7,342,pontuação
2026-03-16,224,21,706,pontuação
2026-02-08,549,33,153,pontuação
2026-04-01,547,26,101,pontuação
2026-03-13,447,33,63,pontuação
2026-04-03,145,22,289,pontuação
2026-01-02,48,6,839,pontuação
2026-01-01,107,36,220,pontuação
2026-03-16,657,35,875,pontuação
2026-02-05,747,4,688,pontuação
2026-02-11,173,8,145,pontuação
2026-01-03,422,2,297,pontuação
2026-01-27,705,2,84,pontuação
2026-01-21,88,40,355,pontuação
2026-04-26,55,5,903,pontuação
2026-03-27,365,17,584,pontuação
2026-03-03,124,25,133,pontuação
2026-04-09,106,25,275,pontuação
2026-02-23,828,14,259,pontuação
2026-01-25,234,21,661,pontuação
2026-02-05,166,8,21,pontuação
2026-03-21,677,24,951,pontuação
2026-03-02,228,28,77,pontuação
2026-03-27,960,39,893,pontuação
2026-04-23,265,16,200,pontuação
2026-01-10,698,6,487,pontuação
2026-04-16,832,15,505,pontuação
2026-01-06,532,35,629,pontuação
2026-02-25,949,13,472,pontuação
2026-01-17,834,36,65,pontuação
2026-03-21,583,7,816,pontuação
2026-02-13,543,13,23,pontuação
2026-03-01,372,17,967,pontuação
2026-02-17,454,8,723,pontuação
2026-03-09,584,6,598,pontuação
2026-02-19,937,16,499,pontuação
2026-02-01,279,28,968,pontuação
2026-03-24,856,16,331,pontuação
2026-02-04,430,21,56,pontuação
2026-04-17,232,18,14,pontuação
2026-03-23,301,15,215,pontuação
2026-02-17,88,6,131,pontuação
2026-01-15,478,2,472,pontuação
2026-04-12,972,36,269,pontuação
2026-02-26,989,10,342,pontuação
2026-03-25,545,1,11,pontuação
2026-03-31,531,35,839,pontuação
2026-04-26,689,24,925,pontuação
2026-04-02,868,18,240,pontuação
2026-01-27,59,5,929,pontuação
2026-03-29,404,12,321,pontuação
2026-04-03,423,33,701,pontuação
2026-01-17,102,21,503,pontuação
2026-02-18,370,32,556,pontuação
2026-03-20,683,20,455,pontuação
2026-04-03,709,33,953,pontuação
2026-02-07,79,38,563,pontuação
2026-01-19,711,3,248,pontuação
2026-01-24,817,10,956,pontuação
2026-02-01,2,20,978,pontuação
2026-03-31,311,37,772,pontuação
2026-02-08,757,2,921,pontuação
2026-02-13,337,30,558,pontuação
2026-03-11,705,20,785,pontuação
2026-03-03,613,39,487,pontuação
2026-04-11,295,12,274,pontuação
2026-01-22,620,36,603,pontuação
2026-03-14,319,19,570,pontuação
2026-02-06,388,28,156,pontuação
2026-02-18,840,33,55,pontuação
2026-04-01,112,22,961,pontuação
2026-05-05,746,32,435,pontuação
2026-01-15,243,4,508,pontuação
2026-01-10,836,1,763,pontuação
2026-02-27,337,30,441,pontuação
2026-04-27,455,6,167,pontuação
2026-03-09,845,40,224,pontuação
2026-04-28,240,13,255,pontuação
2026-04-02,324,19,70,pontuação
2026-01-21,32,13,56,pontuação
2026-04-05,115,14,873,pontuação
2026-02-16,42,10,209,pontuação
2026-01-03,335,12,477,pontuação
2026-03-02,628,19,794,pontuação
2026-02-16,377,8,473,pontuação
2026-01-05,721,11,297,pontuação
2026-03-13,881,6,160,pontuação
2026-04-26,954,1,455,pontuação
2026-02-12,60,31,785,pontuação
2026-04-04,723,30,230,pontuação
2026-03-28,57,16,592,pontuação
2026-02-21,749,33,478,pontuação
2026-01-11,901,2,314,pontuação
2026-01-14,796,33,522,pontuação
2026-01-16,177,27,959,pontuação
2026-01-08,141,19,304,pontuação
2026-04-05,374,9,36,pontuação
2026-04-20,419,4,967,pontuação
2026-01-13,529,34,835,pontuação
2026-02-12,864,12,66,pontuação
2026-02-26,242,15,102,pontuação
2026-04-28,618,20,311,pontuação
2026-04-05,828,22,231,pontuação
2026-01-21,123,35,289,pontuação
2026-03-12,727,29,76,pontuação
2026-01-27,194,35,550,pontuação
2026-03-07,611,7,289,pontuação
2026-03-30,766,33,76,pontuação
2026-02-10,753,20,824,pontuação
2026-01-29,733,23,613,pontuação
2026-01-04,376,40,331,pontuação
2026-02-17,520,24,683,pontuação
2026-04-17,143,29,804,pontuação
2026-03-19,816,25,922,pontuação
2026-04-07,745,9,116,pontuação
2026-04-10,294,10,672,pontuação
2026-02-19,438,31,360,pontuação
2026-03-13,537,39,464,pontuação
2026-03-29,319,30,933,pontuação
2026-02-26,891,30,76,pontuação
2026-04-12,209,30,583,pontuação
2026-02-05,753,15,589,pontuação
2026-01-16,168,7,580,pontuação
2026-02-22,84,31,147,pontuação
2026-02-21,366,13,454,pontuação
2026-02-03,508,29,659,pontuação
2026-01-16,85,31,386,pontuação
2026-03-28,642,22,258,pontuação
2026-03-06,959,5,265,pontuação
2026-04-21,726,1,83,pontuação
2026-01-08,859,15,162,pontuação
2026-03-21,797,26,520,pontuação
2026-04-17,433,17,787,pontuação
2026-03-17,556,35,17,pontuação
2026-04-22,803,8,404,pontuação
2026-04-05,639,9,489,pontuação
2026-01-02,87,21,226,pontuação
2026-01-17,750,1,189,pontuação
2026-02-15,675,17,72,pontuação
2026-04-23,87,11,101,pontuação
2026-04-23,768,6,805,pontuação
2026-02-07,56,17,904,pontuação
2026-02-16,999,4,56,pontuação
2026-02-17,420,23,646,pontuação
2026-04-11,439,29,706,pontuação
2026-01-25,879,17,248,pontuação
2026-03-13,437,2,756,pontuação
2026-03-01,837,24,148,pontuação
2026-02-11,343,21,190,pontuação
2026-02-15,424,21,944,pontuação
2026-03-04,571,4,251,pontuação
2026-03-03,139,33,983,pontuação
2026-01-18,931,33,948,pontuação
2026-04-04,111,2,72,pontuação
2026-01-21,944,17,232,pontuação
2026-01-14,426,27,982,pontuação
2026-02-19,570,12,113,pontuação
2026-03-08,284,13,99,pontuação
2026-04-18,651,12,184,pontuação
2026-02-05,661,5,497,pontuação
2026-04-18,350,36,919,pontuação
2026-03-06,171,9,287,pontuação
2026-04-06,160,38,325,pontuação
2026-02-06,46,6,163,pontuação
2026-01-07,959,13,681,pontuação
2026-01-03,588,30,528,pontuação
2026-01-08,234,16,447,pontuação
2026-01-26,425,30,131,pontuação
2026-03-24,688,20,638,pontuação
2026-03-18,103,18,139,pontuação
2026-02-10,56,28,134,pontuação
2026-03-06,347,14,592,pontuação
2026-01-08,120,12,205,pontuação
2026-02-01,249,25,921,pontuação
2026-04-15,669,3,758,pontuação
2026-01-01,994,4,307,pontuação
2026-04-28,948,26,360,pontuação
2026-01-09,906,14,80,pontuação
2026-01-07,848,8,332,pontuação
2026-02-19,920,24,662,pontuação
2026-04-07,666,29,192,pontuação
2026-04-20,139,10,218,pontuação
2026-03-02,392,32,524,pontuação
2026-01-22,416,1,532,pontuação
2026-04-06,595,26,162,pontuação
2026-02-01,656,35,667,pontuação
2026-03-05,616,38,107,pontuação
2026-03-23,388,7,811,pontuação
2026-03-12,816,39,207,pontuação
2026-01-19,508,4,898,pontuação
2026-02-24,497,26,690,pontuação
2026-03-06,802,28,55,pontuação
2026-02-26,81,6,678,pontuação
2026-01-28,824,7,595,pontuação
2026-02-01,554,37,837,pontuação
2026-01-23,135,28,93,pontuação
2026-02-21,756,37,990,pontuação
2026-02-25,191,32,261,pontuação
2026-01-19,24,40,572,pontuação
2026-03-19,767,29,817,pontuação
2026-04-18,107,28,14,pontuação
2026-01-07,743,5,895,pontuação
2026-04-08,320,12,834,pontuação
2026-04-09,928,28,633,pontuação
2026-04-22,48,16,484,pontuação
2026-03-22,145,18,371,pontuação
2026-03-23,68,40,656,pontuação
2026-03-05,623,21,187,pontuação
2026-03-02,570,30,110,pontuação
2026-04-18,442,8,613,pontuação
2026-04-15,245,31,732,pontuação
2026-02-08,966,7,78,pontuação
2026-04-01,644,32,668,pontuação
2026-03-10,183,17,604,pontuação
2026-02-14,76,1,534,pontuação
2026-04-09,465,26,219,pontuação
2026-04-09,346,24,72,pontuação
2026-04-19,295,40,510,pontuação
2026-01-26,370,6,356,pontuação
2026-01-23,110,7,403,pontuação
2026-03-12,303,12,320,pontuação
2026-03-12,970,26,959,pontuação
2026-05-04,940,40,477,pontuação
2026-04-27,560,17,414,pontuação
2026-02-23,354,7,232,pontuação
2026-04-20,190,31,594,pontuação
2026-03-11,566,23,155,pontuação
2026-03-29,330,14,696,pontuação
2026-03-25,468,16,138,pontuação
2026-02-05,607,20,563,pontuação
2026-04-10,760,3,305,pontuação
2026-03-19,660,39,236,pontuação
2026-02-18,569,37,975,pontuação
2026-04-30,184,39,522,pontuação
2026-01-10,211,1,518,pontuação
2026-03-01,623,21,768,pontuação
2026-04-02,894,7,832,pontuação
2026-04-13,404,24,56,pontuação
2026-02-10,380,14,557,pontuação
2026-02-07,163,28,856,pontuação
2026-01-07,906,40,578,pontuação
2026-01-20,846,14,189,pontuação
2026-04-16,179,8,581,pontuação
2026-04-27,934,24,721,pontuação
2026-04-19,588,2,101,pontuação
2026-05-01,658,32,762,pontuação
2026-02-25,61,5,129,pontuação
2026-02-09,233,19,877,pontuação
2026-04-09,159,4,608,pontuação
2026-03-27,743,6,38,pontuação
2026-01-25,106,3,327,pontuação
2026-03-30,843,5,824,pontuação
2026-03-27,851,5,631,pontuação
2026-02-24,525,36,841,pontuação
2026-02-28,915,27,868,pontuação
2026-02-02,308,30,14,pontuação
2026-03-19,418,19,621,pontuação
2026-03-23,778,26,901,pontuação
2026-03-16,196,11,84,pontuação
2026-02-28,38,18,314,pontuação
2026-04-09,482,23,511,pontuação
2026-04-23,318,15,840,pontuação
2026-02-23,947,11,801,pontuação
2026-03-01,608,20,983,pontuação
2026-04-29,631,21,204,pontuação
2026-03-13,343,38,428,pontuação
2026-04-01,38,27,744,pontuação
2026-02-18,845,17,984,pontuação
2026-02-03,443,7,713,pontuação
2026-03-09,805,38,309,pontuação
2026-05-02,832,21,986,pontuação
2026-04-15,564,13,69,pontuação
2026-03-06,256,17,616,pontuação
2026-05-04,480,28,383,pontuação
2026-04-06,181,10,280,pontuação
2026-02-05,336,5,677,pontuação
2026-05-03,531,15,526,pontuação
2026-02-01,357,19,433,pontuação
2026-02-14,788,31,164,pontuação
2026-01-20,295,33,133,pontuação
2026-01-01,157,38,555,pontuação
2026-01-13,523,11,388,pontuação
2026-01-20,450,21,405,pontuação
2026-02-02,776,23,40,pontuação
2026-03-21,858,17,94,pontuação
2026-04-12,8,34,822,pontuação
2026-03-14,143,12,685,pontuação
2026-05-01,541,10,20,pontuação
2026-04-28,185,26,812,pontuação
2026-01-17,916,22,885,pontuação
2026-02-06,246,6,442,pontuação
2026-02-07,445,36,161,pontuação
2026-01-05,203,12,447,pontuação
2026-03-19,768,12,919,pontuação
2026-03-13,486,26,413,pontuação
2026-02-26,677,2,636,pontuação
2026-04-22,116,23,842,pontuação
2026-04-18,167,11,395,pontuação
2026-04-16,312,38,754,pontuação
2026-01-16,86,23,943,pontuação
2026-05-03,515,24,676,pontuação
2026-04-09,777,39,678,pontuação
2026-04-29,494,3,567,pontuação
2026-04-07,735,20,152,pontuação
2026-01-06,865,18,516,pontuação
2026-03-16,154,33,347,pontuação
2026-04-17,716,40,292,pontuação
2026-02-02,511,39,334,pontuação
2026-03-24,132,21,142,pontuação
2026-04-06,119,32,440,pontuação
2026-04-23,804,10,695,pontuação
2026-01-12,533,36,100,pontuação
2026-03-26,161,12,572,pontuação
2026-02-25,228,21,56,pontuação
2026-03-16,21,24,118,pontuação
2026-02-04,129,34,780,pontuação
2026-03-15,525,24,861,pontuação
2026-03-23,389,11,203,pontuação
2026-01-05,549,21,258,pontuação
2026-01-05,357,38,332,pontuação
2026-01-17,109,17,535,pontuação
2026-03-30,818,5,630,pontuação
2026-05-01,892,27,969,pontuação
2026-02-19,421,33,499,pontuação
2026-02-14,586,9,469,pontuação
2026-01-05,339,10,682,pontuação
2026-02-14,410,13,510,pontuação
2026-02-24,797,8,84,pontuação
2026-01-30,301,6,134,pontuação
2026-03-29,514,1,857,pontuação
2026-04-22,634,18,197,pontuação
2026-01-14,622,2,464,pontuação
2026-04-11,802,11,397,pontuação
2026-04-24,187,4,859,pontuação
2026-03-29,315,28,647,pontuação
2026-02-25,654,20,642,pontuação
2026-02-18,422,24,468,pontuação
2026-02-22,818,10,399,pontuação
2026-04-25,381,15,674,pontuação
2026-03-03,141,21,179,pontuação
2026-02-09,834,9,172,pontuação
2026-05-02,424,33,936,pontuação
2026-02-02,122,37,419,pontuação
2026-03-12,61,19,334,pontuação
2026-03-23,508,18,463,pontuação
2026-04-04,17,16,799,pontuação
2026-01-18,937,11,483,pontuação
2026-02-01,475,10,634,pontuação
2026-02-23,312,9,962,pontuação
2026-03-06,190,37,872,pontuação
2026-01-05,933,32,676,pontuação
2026-01-07,207,29,846,pontuação
2026-03-19,300,34,368,pontuação
2026-01-24,904,1,148,pontuação
2026-05-05,515,32,488,pontuação
2026-04-12,655,10,49,pontuação
2026-04-24,908,26,781,pontuação
2026-03-10,572,6,926,pontuação
2026-02-15,864,36,543,pontuação
2026-04-08,310,23,99,pontuação
2026-04-24,346,5,324,pontuação
2026-02-08,288,1,430,pontuação
2026-03-13,836,5,106,pontuação
2026-04-21,473,22,253,pontuação
2026-05-02,966,37,989,pontuação
2026-04-26,377,18,884,pontuação
2026-04-19,422,36,184,pontuação
2026-03-05,736,36,176,pontuação
2026-03-02,805,18,268,pontuação
2026-02-15,503,9,865,pontuação
2026-03-16,355,28,869,pontuação
2026-02-17,25,33,836,pontuação
2026-02-13,259,1,984,pontuação
2026-03-21,242,26,899,pontuação
2026-02-21,825,7,370,pontuação
2026-01-18,402,28,30,pontuação
2026-02-08,107,7,700,pontuação
2026-04-14,377,10,783,pontuação
2026-01-18,587,21,604,pontuação
2026-03-20,333,4,420,pontuação
2026-02-09,663,34,228,pontuação
2026-03-09,144,32,114,pontuação
2026-05-05,886,24,297,pontuação
2026-03-02,874,34,971,pontuação
2026-04-08,903,3,66,pontuação
2026-03-29,366,1,850,pontuação
2026-03-24,769,8,319,pontuação
2026-01-19,61,16,665,pontuação
2026-05-01,803,37,4,pontuação
2026-01-16,642,2,495,pontuação
2026-03-21,332,28,362,pontuação
2026-02-26,779,16,162,pontuação
2026-01-29,983,35,801,pontuação
2026-04-27,810,32,687,pontuação
2026-01-10,361,27,119,pontuação
2026-03-15,612,10,885,pontuação
2026-02-01,972,31,548,pontuação
2026-01-19,447,34,553,pontuação
2026-03-20,665,25,872,pontuação
2026-04-19,446,31,625,pontuação
2026-01-30,79,33,277,pontuação
2026-02-09,514,20,170,pontuação
2026-04-20,101,23,738,pontuação
2026-03-02,101,11,368,pontuação
2026-03-23,869,35,451,pontuação
2026-01-28,136,17,879,pontuação
2026-04-08,922,9,859,pontuação
2026-02-02,918,8,475,pontuação
2026-03-17,745,10,188,pontuação
2026-03-18,125,37,994,pontuação
2026-03-01,633,13,521,pontuação
2026-04-30,993,17,778,pontuação
2026-02-25,965,10,472,pontuação
2026-03-28,105,33,666,pontuação
2026-03-07,961,23,495,pontuação
2026-01-28,720,3,389,pontuação
2026-02-10,716,38,146,pontuação
2026-04-12,985,26,262,pontuação
2026-02-09,913,28,937,pontuação
2026-03-10,415,33,250,pontuação
2026-04-29,536,30,167,pontuação
2026-02-18,83,23,646,pontuação
2026-05-02,126,22,787,pontuação
2026-02-14,31,3,540,pontuação
2026-03-27,449,18,496,pontuação
2026-04-12,454,39,187,pontuação
2026-03-04,909,21,953,pontuação
2026-04-06,420,39,35,pontuação
2026-02-03,684,9,959,pontuação
2026-01-07,795,1,120,pontuação
2026-02-11,406,12,521,pontuação
2026-04-20,163,11,484,pontuação
2026-03-14,745,9,626,pontuação
2026-04-19,876,21,179,pontuação
2026-04-14,316,2,847,pontuação
2026-01-07,710,22,813,pontuação
2026-02-05,867,17,565,pontuação
2026-03-09,603,5,996,pontuação
2026-01-23,457,28,665,pontuação
2026-01-29,482,20,745,pontuação
2026-03-08,654,6,291,pontuação
2026-03-29,662,29,886,pontuação
2026-03-21,281,9,308,pontuação
2026-02-03,605,27,38,pontuação
2026-01-08,767,30,913,pontuação
2026-01-26,210,26,30,pontuação
2026-03-24,93,18,674,pontuação
2026-02-21,170,29,67,pontuação
2026-05-03,64,9,719,pontuação
2026-04-25,198,33,984,pontuação
2026-04-07,380,8,884,pontuação
2026-04-18,257,6,929,pontuação
2026-04-13,534,40,944,pontuação
2026-04-16,759,22,675,pontuação
2026-03-03,111,27,418,pontuação
2026-05-05,466,15,606,pontuação
2026-04-22,670,39,523,pontuação
2026-02-13,528,34,755,pontuação
2026-03-11,320,31,127,pontuação
2026-02-15,396,21,961,pontuação
2026-01-28,704,37,944,pontuação
2026-02-10,901,3,226,pontuação
2026-02-11,567,39,689,pontuação
2026-04-03,294,20,510,pontuação
2026-04-09,232,16,679,pontuação
2026-02-15,20,29,784,pontuação
2026-03-22,127,2,5,pontuação
2026-04-24,123,33,983,pontuação
2026-03-03,346,10,304,pontuação
2026-03-28,679,5,188,pontuação
2026-05-02,864,39,481,pontuação
2026-02-23,407,23,657,pontuação
2026-03-26,315,2,101,pontuação
2026-01-20,482,23,289,pontuação
2026-01-08,791,2,423,pontuação
2026-04-03,508,31,320,pontuação
2026-04-06,246,37,852,pontuação
2026-02-08,291,32,34,pontuação
2026-02-14,265,22,516,pontuação
2026-03-04,455,6,523,pontuação
2026-02-27,921,31,577,pontuação
2026-04-17,418,38,912,pontuação
2026-04-26,607,21,930,pontuação
2026-01-15,30,30,463,pontuação
2026-03-22,161,25,144,pontuação
2026-02-24,89,36,784,pontuação
2026-02-19,690,32,712,pontuação
2026-02-07,607,20,422,pontuação
2026-04-20,697,12,79,pontuação
2026-03-13,397,6,11,pontuação
2026-03-10,713,27,937,pontuação
2026-01-03,117,18,233,pontuação
2026-04-03,461,6,366,pontuação
2026-01-31,364,8,85,pontuação
2026-01-13,922,37,561,pontuação
2026-01-24,640,20,607,pontuação
2026-01-06,649,20,734,pontuação
2026-01-13,729,9,751,pontuação
2026-04-22,550,36,47,pontuação
2026-03-03,309,12,508,pontuação
2026-04-19,700,20,745,pontuação
2026-01-25,784,20,706,pontuação
2026-03-02,573,1,604,pontuação
2026-04-18,623,33,971,pontuação
2026-01-14,519,5,956,pontuação
2026-03-21,921,21,555,pontuação
2026-03-28,238,33,308,pontuação
2026-03-15,816,11,889,pontuação
2026-01-04,922,22,603,pontuação
2026-01-31,534,36,637,pontuação
2026-01-25,429,9,489,pontuação
2026-03-04,597,16,335,pontuação
2026-03-19,278,9,517,pontuação
2026-04-07,598,4,704,pontuação
2026-03-22,108,31,486,pontuação
2026-02-01,483,39,920,pontuação
2026-02-23,750,35,451,pontuação
2026-02-16,519,34,210,pontuação
2026-01-06,35,27,293,pontuação
2026-04-03,897,28,558,pontuação
2026-03-10,391,31,587,pontuação
2026-04-12,870,4,145,pontuação
2026-03-08,873,3,681,pontuação
2026-03-10,440,33,718,pontuação
2026-01-10,556,6,781,pontuação
2026-02-05,187,28,918,pontuação
2026-03-17,644,11,76,pontuação
2026-02-24,8,22,968,pontuação
2026-01-30,780,4,990,pontuação
2026-04-22,331,31,807,pontuação
2026-01-06,179,15,874,pontuação
2026-01-25,954,32,126,pontuação
2026-04-18,270,26,428,pontuação
2026-02-20,824,37,861,pontuação
2026-03-25,867,18,876,pontuação
2026-04-15,104,1,837,pontuação
2026-03-07,677,39,213,pontuação
2026-03-21,165,15,969,pontuação
2026-04-12,527,37,233,pontuação
2026-01-26,247,3,769,pontuação
2026-05-03,623,24,664,pontuação
2026-02-23,394,17,992,pontuação
2026-02-20,672,37,602,pontuação
2026-03-16,655,5,904,pontuação
2026-04-23,773,28,936,pontuação
2026-02-09,49,24,490,pontuação
2026-04-26,801,32,262,pontuação
2026-01-05,309,17,597,pontuação
2026-01-28,880,34,415,pontuação
2026-01-13,250,13,590,pontuação
2026-01-30,567,25,521,pontuação
2026-03-30,758,39,169,pontuação
2026-02-28,352,17,94,pontuação
2026-03-22,825,33,948,pontuação
2026-04-08,890,11,128,pontuação
2026-04-06,967,18,806,pontuação
